店名,捷運站,地址,官網,wifi 穩定,價格便宜,咖啡好喝,安靜程度,插座,有無限時,有賣單品,有賣正餐,有賣甜點,週一,週三,週二,週五,週六,週四,週日,,
外兒 . Stay Awhile,,新北市板橋區文化路一段45巷18號,https://www.facebook.com/Awhile18/,5,5,4,3,,,Yes,,Yes,11:30 - 20:30,11:30 - 20:30,未營業,11:30 - 20:30,11:30 - 20:30,11:30 - 20:30,11:30 - 20:30,,
石尚自然探索屋【冷水坑店】,,台北市士林區菁山路101巷170號Ｂ1,https://www.facebook.com/shishangLRA/,5,4,5,3,Yes,,Yes,,Yes,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,,
二條通．綠島小夜曲,,10491台北市中山區中山北路一段33巷1號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
怡客咖啡 公保店,,100台北市中正區青島西路13號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
THERMOS CAFE膳魔師環保咖啡館,,臺北市復興南路一段2號,http://thermoscafe.blogspot.tw/,4,4,5,5,,No,Yes,,,,,,,,,,,
SD Coworking Plaza,,台北市中山區合江街102巷18號,https://www.facebook.com/sdflat/,5,4,4,4,Yes,No,,No,,,,,,,,,,
門客三千,,新北市板橋區中山路二段77號3樓,https://www.facebook.com/Makers3000plus/,5,5,5,5,Yes,,,,,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,10:00 - 23:00,,
光一咖啡,,台北市中山區中山北路二段20巷1-4號,https://m.facebook.com/lightonecafe/,4,3,4,2,,,,,,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,,
No.18咖啡涫,,土城區學府路一段98巷4號號,https://www.facebook.com/No18咖啡涫-1554425668164440/,5,5,5,4,No,No,,No,Yes,未營業,07:30 - 20:30,07:30 - 20:30,07:30 - 20:30,07:30 - 20:30,07:30 - 20:30,07:30 - 18:30,,
Ancre Cafe,,新北市淡水區中正路233-3號,暫無資料,5,3,4,5,No,,Yes,No,Yes,,,,,,,,,
Bubble Coffee,,台北市中正區汀州路三段46號,暫無資料,0,5,5,5,Yes,,,Yes,Yes,,,,,,,,,
空兩格café,,新北市淡水區中山路90巷20號,https://www.facebook.com/keeptwoblanks/,5,5,4,5,Yes,No,No,No,Yes,14:00 - 21:00,14:00 - 21:00,14:00 - 21:00,14:00 - 21:00,14:00 - 21:00,未營業,14:00 - 21:00,,
植咖啡《義式咖啡、拿鐵、黑咖啡、手沖咖啡、咖啡豆 專業咖啡店》《免費WIFI插座咖啡店》 自家烘焙,南京復興1號出口,台北市中山區合江街41巷14號,https://cafe-3203.business.site/?m=true,5,5,5,5,Yes,No,Yes,No,Yes,未營業,11:00 - 19:30,11:00 - 19:30,11:00 - 19:30,11:00 - 19:30,11:00 - 19:30,11:00 - 18:00,,
路易莎咖啡新北市立圖書館門市,,新北市板橋區貴興路139號,暫無資料,5,5,4,2,Yes,No,,,,08:30 - 17:00,08:30 - 20:30,08:30 - 20:30,08:30 - 20:30,08:30 - 20:30,08:30 - 20:30,08:30 - 20:30,,
路易莎咖啡芝山直營店,,台北市士林區福國路38號,http://www.louisacoffee.com.tw/,4,5,3,4,Yes,No,Yes,No,Yes,,,,,,,,,
N cafe,北投站,台北市北投區育仁路18號,https://www.facebook.com/pages/N-Cafe/1508351199400117,5,4,5,4,Yes,No,,Yes,,,,,,,,,,
士林三號出口咖啡廳,,台北市士林區福德路31-1號,https://www.facebook.com/Shilinexit3,5,3,4,3.5,,,,,,未營業,11:00 - 20:00,11:00 - 20:00,11:00 - 21:00,11:00 - 21:00,11:00 - 20:00,11:00 - 20:00,,
Waypoint Sant'e,,台北市松山區八德路三段8巷23號,https://m.facebook.com/waypointsante/,5,4,5,4.5,Yes,No,Yes,Yes,Yes,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,未營業,,
自在田,,台北市文山區老泉街45巷27號,https://m.facebook.com/zizaitian,5,3,4,5,Yes,No,Yes,Yes,Yes,未營業,未營業,未營業,未營業,11:00 - 18:00,未營業,11:00 - 18:00,,
DU_LAVAZZA COFFEE,,台北市中山區北安路823之1號,暫無資料,4,3,2,1,,,,,,,,,,,,,,
haikacafe嗨咖咖啡,,台北市信義區虎林街164巷78號,https://www.facebook.com/haikacafe/,4,3,5,5,Yes,No,Yes,No,Yes,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,12:00 - 19:00,10:30 - 19:00,12:00 - 18:00,,
O'ways Cafe,,235新北市中和區圓通路250-1號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
光一敘集,中山,台北市中山區中山北路二段20巷2-2號,https://www.facebook.com/lightoneplus/,4,3,3,3,Yes,,,,,10:00 - 20:45,10:00 - 20:45,10:00 - 20:45,10:00 - 21:45,09:00 - 21:45,10:00 - 20:45,09:00 - 20:45,,
苔毛,六張犁,台北市大安區嘉興街345號,https://www.facebook.com/taimocafe/,5,3,4.5,5,Yes,No,No,Yes,Yes,未營業,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,,
Mountain Fusion,"西湖站2號出口步3分/公車站""恕德家商""步1分, ""仁寶大樓""步5分/YouBike""洲子二號公園""站步6分",台北市內湖區內湖路一段312號(入口在洲子街上;洲子街116號),https://www.facebook.com/mountainfusion/,4,3,4,4,No,,Yes,Yes,Yes,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,09:00 - 21:30,11:00 - 21:30,09:00 - 21:30,,
木衛二伊通鑄茶所,,台北市中山區伊通街68-2號,暫無資料,5,5,4,5,Yes,No,,No,Yes,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,11:00 - 22:30,09:00 - 22:30,11:00 - 22:30,,
Woolloomooloo XY,台北101/世貿,台北市信義區信義路四段379號,https://zh-tw.facebook.com/woolloomoolooTaipei/,4,2,4,2,No,No,,Yes,Yes,07:30 - 00:00,07:30 - 00:00,07:30 - 00:00,07:30 - 01:00,07:30 - 01:00,07:30 - 00:00,07:30 - 00:00,,
嘎哩咖啡 GaliGabi,雙連捷運站二號出口,中山區中山北路二段96巷29號,https://www.facebook.com/GaliGabiTW/,5,4,4.5,4.5,Yes,,Yes,Yes,Yes,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 20:00,11:00 - 21:00,11:00 - 20:00,,
Lucky5 Light Cafe,,大安區光復南路200巷26號,https://www.facebook.com/lucky5light/,5,2,2,4,Yes,,Yes,Yes,,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 00:00,11:00 - 00:00,09:00 - 18:00,11:00 - 19:00,,
茶悟茶咖啡店,永安市場,235台灣新北市中和區中山路二段36號,https://www.facebook.com/茶悟茶-244805425960664/,5,4,5,5,Yes,No,Yes,Yes,Yes,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,未營業,,
Old Major Coffee,中山國小,台北市中山區新生北路三段45號,https://www.facebook.com/oldmajorcoffee,5,5,5,5,Yes,No,,,Yes,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,未營業,10:00 - 21:00,,
水果共和國,捷運新莊站,新莊區新莊路184號,https://www.facebook.com/fruitrepublic.tw/,5,5,5,5,Yes,No,No,Yes,Yes,未營業,未營業,未營業,未營業,未營業,未營業,未營業,,
INFINITY .Yes Lounge,,台北市中山北路七段48號2F,https://www.facebook.com/pg/INFINITY-Yes-Lounge-617470345110061/about/?ref=page_internal,5,3.5,4.5,4.5,Yes,,Yes,Yes,Yes,13:00 - 23:00,13:00 - 23:00,未營業,13:00 - 23:00,13:00 - 23:00,13:00 - 23:00,13:00 - 23:00,,
Metro Cafe,,台北市中正區重慶南路一段70號,https://www.facebook.com/metrocafepa/,4,4,5,4,Yes,No,Yes,Yes,Yes,未營業,10:00 - 19:00,10:00 - 19:00,09:30 - 21:00,09:30 - 21:00,10:00 - 19:00,10:00 - 19:00,,
春日好日,,台北市大安區信義路三段134巷22號,暫無資料,4,3.5,4,4,No,No,Yes,No,No,11:00 - 19:00,未營業,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,,
奧蘿茉 OROMO CAFE 北車店,,台北市中正區南陽街26號,https://www.facebook.com/oromocafe4/,5,5,4,3,Yes,No,No,No,No,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,08:00 - 22:00,07:30 - 22:00,08:00 - 22:00,,
覺旅咖啡(陽光店),,台北市陽光街321巷42號,https://www.facebook.com/journeykaffe,5,4,3,2.5,Yes,No,No,Yes,Yes,,,,,,,,,
星河咖啡,,新北市新莊區中和街60巷17號,https://m.facebook.com/galaxycoffeetw/,4.5,4,5,4,No,No,Yes,No,Yes,未營業,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,,
來唄咖啡,,臺北市大同區民權西路139號,https://www.facebook.com/leibaycafe/,5,3,3,3.5,No,,No,Yes,Yes,未營業,10:30 - 21:00,10:30 - 21:00,10:30 - 21:00,10:30 - 21:00,10:30 - 21:00,10:30 - 21:00,,
Saturn Landing Turkish Coffee,,台北市大安區四維路154巷23號,https://www.facebook.com/saturnlandingturkishcoffee/,5,4,5,1,Yes,No,Yes,Yes,Yes,12:00 - 20:00,12:00 - 20:00,12:00 - 20:00,12:00 - 20:00,12:00 - 20:00,12:00 - 20:00,12:00 - 20:00,,
讀字書店,,台北市大安區和平東路一段104巷6號,暫無資料,4,3.5,4,4,,,Yes,No,Yes,,,,,,,,,
The Who Cafe 框影咖啡,"台北101/世貿站2號出口步5分/公車站''景新里''步1分, ""世貿中心(莊敬)""步2分/YouBike""捷運台北101/世貿站""站步4分, ""三興公園""站步5分, ""台北醫學大學""站步7分",台北市信義區莊敬路214號2樓,https://www.facebook.com/TheWhoCafe/,5,4,4,4,No,,Yes,Yes,Yes,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,,
哈亞咖啡天母店,"公車站""天北站""步1分, ""福德廟(石牌)""步4分/YouBike""永欣綠地""站步3分",台北市士林區天母北路66號,http://www.haaya.com.tw/,5,3.5,5,5,,No,Yes,No,Yes,未營業,12:30 - 20:30,12:30 - 20:30,12:30 - 20:30,10:30 - 20:30,12:30 - 20:30,10:30 - 20:30,,
波赫士領地精品咖啡館,,台北市中山區明水路441號,暫無資料,5,3,5,4,No,,Yes,Yes,Yes,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,,
MASS CAFE,"亞東醫院站3號出口步5分/公車站""光華商職""前/YouBike""新北市立圖書館總館""站步2分",新北市板橋區南雅南路二段11-28號,https://www.facebook.com/masscafe,5,4,4,4,Yes,No,Yes,Yes,Yes,11:30 - 21:30,11:30 - 21:30,11:30 - 21:30,11:30 - 21:30,09:00 - 21:00,11:30 - 21:30,09:00 - 21:00,,
沐鴉咖啡,松江南京,台北市中山區伊通街19巷8號,https://www.facebook.com/mooyacafe/,4,3,4,4,Yes,No,,,,12:00 - 22:00,12:00 - 22:00,未營業,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,,
Atts Coffee,"江子翠站3號出口步6分/公車站""新北市議會""步3分, ""江翠國中""步5分/YouBike""新北市藝文中心""站步2分, ""江子翠捷運站(3號出口)""站步6分",新北市板橋區文化路二段182巷7弄3號,https://www.facebook.com/ATTSCOFFEE/,4.5,3,4,3,No,Yes,Yes,Yes,Yes,未營業,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,11:00 - 21:00,12:00 - 21:00,11:00 - 20:00,,
好氏品牌研究室,"台電大樓站2號出口步6分/公車站""溫州街口""步1分, ""臺大綜合體育館""步4分, ""捷運台電大樓站""""台電大樓""步6分/YouBike""辛亥新生路口 ""站步4分, ""捷運台電大樓站(2號出口)""站步6分",台北市大安區溫州街48巷22號,https://www.facebook.com/goooooooooods/,5,3,4.5,3,Yes,,Yes,Yes,Yes,12:00 - 20:00,未營業,12:00 - 20:00,12:00 - 20:00,12:00 - 21:00,未營業,12:00 - 21:00,,
夏卡瑞咖啡,關渡,台北市北投區大度路三段270巷71號,https://zh-tw.facebook.com/pages/category/Coffee-Shop/%E5%A4%8F%E5%8D%A1%E7%91%9E%E5%92%96%E5%95%A1-ShakaRay-Coffee-1973324529623393/,4,4,4,4,Yes,,Yes,No,,11:30 - 23:00,11:30 - 23:00,11:30 - 23:00,11:30 - 23:00,11:30 - 23:00,11:30 - 23:00,11:30 - 23:00,,
Jumane Cafe' 佐曼咖啡館,,台北市中山區中山北路二段16巷23-1號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
1881+ Coffee Shop,,永和區秀朗路二段75號,https://www.facebook.com/1881coffee/?fref=ts,5,5,5,5,Yes,No,Yes,Yes,Yes,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,12:00 - 00:00,12:00 - 00:00,未營業,12:00 - 22:00,,
羊毛與花,東門站,台北市大安區永康街37巷12號,https://www.facebook.com/youmoutoohanacoffee,4,3,4,4,Yes,No,Yes,No,Yes,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,,
某咖啡 Mau Coffee,捷運圓山站,台北市大同區承德路三段183號,https://www.facebook.com/maucoffee/,5,4,5,4.5,Yes,No,Yes,No,Yes,10:00 - 19:00,10:00 - 19:00,10:00 - 19:00,10:00 - 19:00,10:00 - 19:00,10:00 - 19:00,11:00 - 19:00,,
3c cafe,,新北市永和區安樂路144巷17號,https://www.facebook.com/pg/3C.Cafe.good/about/?ref=page_internal,5,5,4,4,Yes,No,Yes,No,Yes,未營業,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,,
WUTZ,,台北市中山區八德路二段176號,https://www.facebook.com/wutz.tw/,4,3,4,4,,,,,,未營業,12:00 - 19:00,12:00 - 19:00,12:00 - 19:00,12:00 - 19:00,12:00 - 19:00,12:00 - 19:00,,
楔子咖啡館,新莊,新北市新莊區公園路164巷6弄6號1樓,https://www.facebook.com/PrologueCafe/,4.5,4,5,5,Yes,,Yes,Yes,Yes,未營業,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,14:00 - 22:00,,
Leisure Cafe,,台北市松山區敦化北路145巷44,暫無資料,5,4,4.5,4,Yes,,,,Yes,,,,,,,,,
SOUL CAFE 搜吉咖啡,,新北市林口區文化一路二段52號,https://www.facebook.com/soulcafe2016/,5,4,5,4,Yes,No,Yes,No,Yes,未營業,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,,
Stone Espressobar（已關店）,永春,台北市信義區松山路304號,https://www.facebook.com/stoneespressobar/,5,4,5,4,Yes,No,Yes,,Yes,未營業,未營業,未營業,未營業,未營業,未營業,未營業,,
伍巷,捷運淡水站,新北市淡水區大忠街五巷二十八號一樓,https://www.facebook.com/lane5.dazhong/,5,5,4,5,Yes,No,Yes,No,Yes,未營業,13:30 - 00:00,13:30 - 00:00,13:30 - 00:00,13:30 - 00:00,13:30 - 00:00,13:30 - 00:00,,
有kaffe冇,,台北市 大安區信義路三段147巷36弄24號,https://www.facebook.com/kaffe11/?ref=br_rs,5,5,5,5,Yes,No,Yes,No,No,未營業,14:00 - 17:00,14:00 - 17:00,14:00 - 17:00,14:00 - 17:00,14:00 - 17:00,未營業,,
Bison Cafe 敝所咖啡,南京三民,台北市松山區富錦街507號,https://www.facebook.com/bisoncoffee/,4,4,5,5,Yes,No,Yes,Yes,Yes,08:00 - 17:00,未營業,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,,
Peace & Love Cafe,大坪林,新北市新店區民權路42巷18號,https://www.facebook.com/palcafesmile,4,3,4,3,Yes,No,Yes,Yes,Yes,未營業,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,未營業,,
卡瓦利義式咖啡館,東門站5號出口步2分,台北市大安區永康街2巷5號,暫無資料,5,4,5,4.5,Yes,No,Yes,No,No,11:30 - 23:00,11:30 - 23:00,11:30 - 23:00,11:30 - 23:00,11:30 - 23:00,11:30 - 23:00,11:30 - 23:00,,
嘖,昆陽站,北市南港區南港路三段78號,https://www.facebook.com/zezecoffee/?ref=ts&fref=ts,5,5,5,5,Yes,No,Yes,No,Yes,,,,,,,,,
Joco Latte,"中山國中站步7分/公車站""台北大學(台北校區)""步1分, ""興安華城""""民生東路口""步3分/YouBike""國立台北大學(台北校區)""站步1分",台北市中山區民生東路三段88巷4號,https://www.facebook.com/JocoLatte/,4,3,4,4,Yes,No,Yes,No,Yes,未營業,12:00 - 21:00,12:00 - 21:00,12:00 - 22:00,10:30 - 22:00,12:00 - 21:00,10:30 - 21:00,,
等一個人咖啡,,台北市文山區一壽街44巷1號,https://www.facebook.com/coffeewaitinglove/,3,4,4,1,No,,Yes,Yes,Yes,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,09:00 - 21:30,11:00 - 21:30,09:00 - 21:30,,
洋荳子咖啡館,,208新北市金山區忠義路29之1號,暫無資料,5,4,4,3,Yes,,Yes,No,Yes,10:30 - 18:30,10:30 - 18:30,10:30 - 18:30,10:30 - 18:30,10:30 - 22:00,10:30 - 18:30,10:30 - 21:00,,
享窩咖啡,,台北市文山區指南路二段32號2樓,https://zh-tw.facebook.com/cozyroomcafe/,5,5,3,3,Yes,,,Yes,Yes,10:30 - 20:00,10:30 - 20:30,10:30 - 20:30,10:30 - 19:00,10:30 - 20:30,10:30 - 20:30,未營業,,
G log 咖啡館,,台北市大安區仁愛路三段31巷16號,暫無資料,4,3.5,4,4,,,Yes,,Yes,,,,,,,,,
I/b/t coffee,,台北市復興北路148號1樓,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
ville cafe,公館,台北市中正區羅斯福路三段284巷5號,暫無資料,4,3,3,2,Yes,No,,Yes,Yes,,,,,,,,,
有明心 Coffee Roasters,,臺北市士林區格致路38號,https://www.facebook.com/GrassMountainCoffee/,5,3,5,4,,,Yes,No,Yes,11:00 - 19:00,11:00 - 22:00,11:00 - 22:00,未營業,11:00 - 19:00,11:00 - 22:00,11:00 - 19:00,,
別所 Shelter,民權西路站,台北市大同區承德路三段51巷18號,https://www.facebook.com/shelterCafeandFood/,5,3,4,4,Yes,,Yes,Yes,Yes,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,,
Petite Cafe 波醍精品咖啡館 新光三越信義 A4 店,市政府站,台北市信義區松高路新光三越A4,https://www.facebook.com/PetiteCafe/,5,2.5,5,2,No,,Yes,Yes,Yes,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,11:00 - 21:30,11:00 - 22:00,11:00 - 21:30,11:00 - 22:00,,
Chubby Bird County 茶彼鳥,,台北市松山區南京東路五段59巷30弄8號,https://www.facebook.com/ChubbyBirdCounty,5,5,5,5,Yes,,Yes,Yes,Yes,11:30 - 19:30,未營業,11:30 - 19:30,11:30 - 19:30,11:30 - 19:30,11:30 - 19:30,11:30 - 19:30,,
幸田咖啡,,106台北市大安區潮州街135號,https://cafe-6671.business.site/,4,3,5,4,,Yes,,,,,,,,,,,,
圍裙café apron,,"No. 2, Lane 6, Xinzhong St,, 松山區台北市105",https://www.facebook.com/cafe.apron/?fref=ts,5,3,4.5,5,Yes,No,No,No,Yes,12:00 - 19:00,12:00 - 19:00,未營業,12:00 - 19:00,12:00 - 19:00,12:00 - 19:00,12:00 - 19:00,,
Merci café,,220新北市板橋區新民街7巷17號,https://www.facebook.com/Merci-cafe-310454955647986/,4,4,4,3,No,,Yes,Yes,Yes,09:00 - 21:00,09:00 - 21:00,未營業,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,,
小意思Bar,,中正區延平南路13-1A號,https://www.facebook.com/pg/noworriescafebar/,4,5,5,4,No,,Yes,Yes,No,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,,
Love; café,古亭,100台北市中正區牯嶺街133號,https://m.facebook.com/lovesemicolon/,4,3,4,4,Yes,No,,Yes,Yes,13:00 - 01:00,13:00 - 01:00,13:00 - 01:00,13:00 - 01:00,13:00 - 01:00,13:00 - 01:00,13:00 - 01:00,,
affogato café 阿芙佳朵咖啡館,捷運石牌站,石牌路二段75巷4號2樓,https://www.facebook.com/affogatocafe.relax/,5,5,4.5,5,Yes,,Yes,Yes,Yes,09:00 - 21:00,未營業,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,,
寶和咖啡生活館,,台北市文山區景福街251巷2號一樓,https://www.facebook.com/pg/GPF2003,3,3,4,4,No,,,No,No,09:00 - 19:00,09:00 - 19:00,09:00 - 19:00,09:00 - 19:00,09:00 - 18:00,09:00 - 19:00,未營業,,
Buddy’s,永春,台北市信義區虎林街143號1樓,https://www.instagram.com/buddystaipei,5,3.5,3.5,3.5,Yes,No,,Yes,Yes,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,,
肯達咖啡,西湖,台北市內湖區環山路一段28巷17號,http://kantatacoffee.blogspot.tw/,5,5,5,3,Yes,No,,,,,,,,,,,,
躱貓貓南京三民店,,台北市南京東路五段188號3F-3,https://www.facebook.com/dmmcoffee2/,5,5,4,5,Yes,No,Yes,Yes,Yes,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,11:00 - 21:00,09:00 - 18:00,未營業,,
路易莎桂林店,,108台北市萬華區桂林路26號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
咖啡走廊,,新北市新店區中央五街5號,暫無資料,4,3.5,4,4,,,Yes,No,Yes,,,,,,,,,
圓點珈琲,,新北市板橋區新海路5號,https://www.facebook.com/dotcafe5/,5,4,5,4,Yes,,Yes,Yes,Yes,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,10:30 - 21:30,,
12 cafe and sounds,景美,台北市文山區羅斯福路六段142巷20弄2號,暫無資料,5,3.5,5,5,Yes,Yes,Yes,Yes,Yes,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,09:00 - 18:00,,
爐鍋咖琲 誠品R79,,誠品R79 中山地下書街,https://www.facebook.com/pg/%E7%88%90%E9%8D%8B%E5%92%96%E7%90%B2-%E8%AA%A0%E5%93%81R79-LuguoCafe-EsliteUnderground-412943962433357/about/?ref=page_internal,0,3,5,3.5,,,Yes,No,Yes,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,,
Anywhere Cafe & Travel,,台北市中山區民生東路二段147巷6弄15號1樓,https://www.facebook.com/AnywhereCT/,5,3,1,3,Yes,No,No,Yes,Yes,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,,
生活在他方 elsewhere cafe,古亭,台北市中正區羅斯福路一段119巷3號,https://www.facebook.com/elsewherecafe/,5,4,4,3,Yes,,Yes,Yes,Yes,未營業,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,,
小米酒咖啡館,東門站,台北市大安區永康街41巷5號,https://www.facebook.com/cafexiaomijo/,5,4,5,5,Yes,No,Yes,Yes,Yes,未營業,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,12:00 - 22:00,13:00 - 22:00,12:00 - 22:00,,
coffee blablabla 南京新生店,,台北市中山區南京東路二段6號,https://www.facebook.com/blablabla68826/,5,5,4,2,Yes,No,Yes,No,Yes,07:30 - 20:00,07:30 - 20:00,07:30 - 20:00,07:30 - 20:00,09:00 - 18:00,07:30 - 20:00,09:00 - 18:00,,
山田咖啡店YAMADA COFFEE,台電大樓,台北市羅斯福路三段283巷21弄6號,暫無資料,4,4,4,4,No,No,Yes,No,No,11:30 - 20:00,11:30 - 20:00,未營業,11:30 - 20:00,11:30 - 20:00,11:30 - 20:00,11:30 - 20:00,,
Sugar Cafe Bar,雙連 北門,臺北市大同區民生西路350號2樓,https://www.facebook.com/SugarCafeBar25588306,5,4,3,5,Yes,No,Yes,Yes,Yes,未營業,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,,
KNIGHT COFFEE騎士精品咖啡,,新北市深坑區北深路三段266號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
Phoenix Roasteria 鳳焙吉林,,台北市中山區吉林路323號,https://www.facebook.com/PhoenixRoasteria/,5,5,5,5,Yes,No,Yes,No,Yes,未營業,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,13:00 - 21:00,10:00 - 21:00,13:00 - 21:00,,
格沐斯咖啡,,10491台灣台北市中山區松江路362巷28號,https://www.facebook.com/gms.coffee/,5,5,5,4,No,No,Yes,Yes,Yes,07:00 - 18:00,07:00 - 18:00,07:00 - 18:00,07:00 - 18:00,未營業,07:00 - 18:00,08:00 - 18:00,,
成真咖啡永康店,東門,台北市大安區永康街37巷6號,https://www.cometrue-coffee.com/,5,4,4.5,5,Yes,No,Yes,Yes,Yes,09:00 - 22:00,09:00 - 22:00,09:00 - 22:00,09:00 - 23:00,09:00 - 23:00,09:00 - 22:00,09:00 - 23:00,,
Very good cafe,信義安和,台北市通安街7號,https://www.facebook.com/VERY-GOOD-CAFE-1643253402557331/,4.5,4,3,4,No,No,Yes,Yes,Yes,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,11:00 - 22:00,,
早秋咖啡,古亭,台北市中正區晉江街十號,https://www.facebook.com/CafeMacho/,5,4,4,4,Yes,No,,Yes,Yes,12:00 - 00:00,12:00 - 00:00,12:00 - 00:00,12:00 - 00:00,12:00 - 00:00,12:00 - 00:00,12:00 - 00:00,,
the Way Cafe 門路咖啡,,新北市蘆洲區三民路125號1樓,https://www.facebook.com/thewaycafe125/,3,5,3,2,Yes,No,,Yes,Yes,10:30 - 17:00,10:30 - 17:00,10:30 - 17:00,10:30 - 17:00,10:00 - 20:00,10:30 - 17:00,10:00 - 20:00,,
O'LA cafe' 重新店,,241新北市三重區重新路三段42-2號,暫無資料,4,5,4,2,Yes,No,Yes,Yes,No,07:30 - 17:30,07:30 - 17:30,07:30 - 17:30,07:30 - 17:30,07:30 - 17:30,未營業,07:30 - 17:30,,
